,index,count,cum_sum,cum_percent
491,Grillgericht I,605,4193091,96.64163211797538
492,Turm 3a,604,4193695,96.65555300492947
493,Cafeteria belegte Brötchen,600,4194295,96.66938170057924
494,Wahlbuffet Aktionstheke,599,4194894,96.68318734840292
495,MG Nord 14:30-21:00,597,4195491,96.69694690057445
496,Abendessen 2,595,4196086,96.7106603570938
497,Classic 3,593,4196679,96.72432771796099
498,Aktionstheke - WOK/Grill,592,4197271,96.7379720310021
499,"Veganes Wochenangebot, pro 100g",587,4197858,96.75150110491279
500,xXx Cafeteria Ring xXx,586,4198444,96.76500713099739
501,Theke 1 - Eintopf,583,4199027,96.77844401360375
502,Theke 1 - Vegetarisch,583,4199610,96.7918808962101
503,Theke 3 - Empfehlung des Tages,582,4200192,96.80529473099038
504,Salat Büffet,576,4200768,96.81857027881416
505,Gourmet,575,4201343,96.83182277881185
506,Tellergericht   ,574,4201917,96.84505223098347
507,Front Cooking/ Wok,570,4202487,96.85818949185075
508,Menü II Vegetaria,570,4203057,96.87132675271803
509,Gabel,559,4203616,96.88421048749841
510,Beilagenbuffet,555,4204171,96.89700203097443
511,WOK/Grill,553,4204724,96.90974747879831
512,Vegetaria**,552,4205276,96.9224698787961
513,Menüvorschlag,551,4205827,96.9351692309678
514,WOK 1 - vegan,543,4206370,96.94768420053083
515,Schwein Geflügel,543,4206913,96.96019917009387
516,Frontcooking,540,4207453,96.97264499617867
517,Aktion Lahnberge,540,4207993,96.98509082226346
518,Leichte Küche,537,4208530,96.99746750487
519,Schnitzel- Woche,536,4209066,97.00982113965047
520,Menu 3,536,4209602,97.02217477443092
521,Turm vegetarisch,531,4210133,97.03441317008097
522,Salatbuffet / Theke 3,530,4210663,97.04662851790494
523,Dauer-Spezial,524,4211187,97.0587055787724
524,Regionale Linie,524,4211711,97.07078263963986
525,Fleischlos Abend,523,4212234,97.08283665268125
526,Fleischgericht Abend,521,4212755,97.09484457007046
527,Vollwert  &  Co. Gemüse,519,4213274,97.10680639180751
528,Grüne Mensa,515,4213789,97.11867602224024
529,xXx Cafeteria SB xXx,509,4214298,97.13040736571645
530,Linie 1To-Go,508,4214806,97.14211566136659
531,Essen I Drehkreuz/Ampel,507,4215313,97.15380090919065
532, Dessert 3 ,505,4215818,97.16544006136253
533,Essen Mittagsmensa Bu,505,4216323,97.17707921353443
534,Essen II Drehkreuz/Ampel,504,4216827,97.18869531788023
535,Spaghetteria Spaghetteria,504,4217331,97.20031142222604
536,Turm vegetarisch Kombi,500,4217831,97.21183533526751
537,Abend,497,4218328,97.22329010483072
538,Linie 1Gut & Günstig,497,4218825,97.23474487439395
539,Baustellenteller,496,4219321,97.2461765961311
540,fertig 2,494,4219815,97.25756222221608
541,Grillgericht II,489,4220304,97.26883260917064
542,WICHTIG,489,4220793,97.2801029961252
543,Beilagen Mensen,488,4221281,97.29135033525368
544,[kœri]werk 11-14 Uhr,486,4221767,97.30255157872999
545,fertig 1,486,4222253,97.3137528222063
546,Last-Minute,481,4222734,97.32483882655221
547, Gemüsebeilage 2 ,477,4223211,97.33583263959376
548,Sattmacher,475,4223686,97.34678035698316
549,zzzGemüsebeilagen,473,4224159,97.35768197872041
550,Geflügel Vegetarisch,469,4224628,97.36849140915331
551,Veganes Tagesangebot .,468,4225096,97.37927779176012
552,Fleisch Und Fisch,465,4225561,97.3899950308887
553,Schalter 3: Länder-Mensa,464,4226025,97.40068922219119
554,Topf Und Pfanne,464,4226489,97.41138341349367
555,MSC Fisch,464,4226953,97.42207760479616
556,Pasta II,459,4227412,97.43265655696824
557,Essen III,456,4227868,97.44316636566207
558,Komponente 1  ,455,4228323,97.4536531265298
559,Tagesmenü vegan,454,4228777,97.46411683957146
560,Menüvorschlag vegetarisch,451,4229228,97.47451140913486
561,Pasta-Theke,451,4229679,97.48490597869828
562,Essen Abendmensa MeCampNo,440,4230119,97.49504702217477
563,Turm Leichte Küche,439,4230558,97.50516501782519
564,Wokgericht,438,4230996,97.51525996564952
565,Stärkebeilage 3,433,4231429,97.52523967434344
566,Kochtöpfe der Welt,431,4231860,97.53517328738519
567,Menu 1,430,4232290,97.54508385260085
568,Komponente 3,426,4232716,97.55490222651218
569,Tellergericht Everyday,424,4233140,97.56467450477136
570,Schneller Teller 1,423,4233563,97.57442373520445
571,Foodhopper Standort Kaiser-Friedrich-Str. 142,423,4233986,97.58417296563753
572,Turm Vegan,419,4234405,97.59383000476629
573,Dessert 3,419,4234824,97.60348704389504
574,Theke 2 - Gericht mit Fleisch oder Fisch,418,4235242,97.61312103519771
575,Cafeteria HeiĂe Theke,416,4235658,97.62270893084822
576, Schneller Teller ,409,4236067,97.63213549171616
577,Fertig 2,407,4236474,97.64151595693191
578,Fertig 1,407,4236881,97.65089642214767
579,Beilagentheke,406,4237287,97.66025383953735
580,Cafeteria11-14 Uhr,404,4237691,97.66956516127486
581,Linie 6,403,4238094,97.67885343518628
582,Themenpark,403,4238497,97.68814170909772
583,nudelBAR,399,4238896,97.69733779170481
584,Komponentenessen,395,4239291,97.70644168300757
585,MEISTERWERK | MG Süd Restaurant,392,4239683,97.7154764308321
586,Tagesessen (vegetarisch),388,4240071,97.72441898735228
587,Theke rechts -  (Eintopf/Süßspeise),386,4240457,97.7333154482203
588,Pfanne,386,4240843,97.74221190908831
589,Linie 2To-Go,386,4241229,97.75110836995633
590,Theke links -  (Vegetarisches Gericht),386,4241615,97.76000483082434
591,Theke links und rechts -  (Gericht mit Fleisch oder Fisch),386,4242001,97.76890129169237
592, Hauptgericht KM 3 (Aktion) ,385,4242386,97.7777747047343
593,Pasta & Co.,381,4242767,97.7865559264719
594,Aktionsessen 9,381,4243148,97.7953371482095
595,Cafeteria Mittagessen,377,4243525,97.80402617864277
596,An der Pizzatheke,374,4243899,97.8126460655978
597,Low Carb Teller,374,4244273,97.82126595255282
598,MG Nord 11.30 - 14.15 Uhr,371,4244644,97.8298166960296
599,Essen 01,370,4245014,97.8383443916803
600,"Veganes Wochenangebot,pro 100gSelbstbedienung",369,4245383,97.84684903950489
601,Komponente 1,366,4245749,97.85528454385125
602,Schneller Teller 2,365,4246114,97.86369700037153
603,Abendessen vegetarisch,364,4246478,97.87208640906573
604,Heiße Theke - Pastabar,363,4246841,97.88045276993384
605,Hinweis,361,4247202,97.88877303514978
606,Abendkarte (ab 16:00),361,4247563,97.89709330036573
607,[KĹri]werk,360,4247923,97.90539051775559
608,Mediterran I,360,4248283,97.91368773514544
609,Bayerisch-Schwäbisch I,359,4248642,97.92196190470922
610,MG Nord 11:30 - 14:30 Uhr,358,4249000,97.93021302644692
611,Essen 13,358,4249358,97.93846414818461
612,Dessert's,357,4249715,97.94669222209623
613,Cafeteria11-14 UhrTo-Go,355,4250070,97.95487420035568
614,Cafeteria süß,355,4250425,97.96305617861512
615,ab 14:00 Uhr,355,4250780,97.97123815687456
616,Fit & Vital Komplettangebot,353,4251133,97.97937403948185
617,Pizza III,351,4251484,97.98746382643697
618,Salat & Dessert I,350,4251834,97.99553056556599
619,GRILL,350,4252184,98.00359730469502
620,Pasta III,350,4252534,98.01166404382406
621, Hauptgericht KM 2 ,347,4252881,98.01966163947485
622,Empore Fleisch,346,4253227,98.02763618729954
623,Tagesaktion ..,346,4253573,98.03561073512425
624,Grillwurst,344,4253917,98.04353918729677
625,Tellergericht  ,343,4254260,98.05144459164322
626,Extra an Essen II,342,4254602,98.0593269481636
627,QUERBEET | MG Nord 11.30 - 14.15 Uhr,340,4254942,98.06716320903179
628,MEISTERWERK,335,4255277,98.07488423076958
629,Meal 1,334,4255611,98.08258220468129
630,Meal 2,334,4255945,98.09028017859299
631,Nachschub-Essen,334,4256279,98.0979781525047
632,Vegetarian counter,333,4256612,98.10565307859032
633,Abend Ausgabe B2,332,4256944,98.11330495684986
634,"Pan, Wok & Co.",327,4257271,98.12084159597899
635,Linie 1 Gut & Günstig,324,4257595,98.12830909162986
636,Mittagsangebot Cafeteria,324,4257919,98.13577658728073
637,Ausgabe rechts,323,4258242,98.14322103510553
638,Ausgabe links,322,4258564,98.15064243510425
639,Süß & Salzig,322,4258886,98.15806383510295
640,Cafeteria 11-14 Uhr,321,4259207,98.16546218727558
641,Menü Vegetarisch,321,4259528,98.17286053944821
642,"Tagessuppe 1,00 Euro",319,4259847,98.18021279596866
643,Ausgabe Mitte,319,4260166,98.18756505248912
644,Vegan 1,318,4260484,98.19489426118349
645,Gericht 2,317,4260801,98.20220042205179
646,Gericht 1,316,4261117,98.209483535094
647,Saucen,316,4261433,98.21676664813621
648,Vegetarisch Fisch MSC Fisch,315,4261748,98.22402671335234
649,Schnitzel-/Burgerbar,313,4262061,98.23124068291631
650,EG Süd - 11:30 - 14:30 Uhr Ampelcounter,312,4262373,98.23843160465418
651,Warme Theke,311,4262684,98.24559947856598
652,Imbiss 1,311,4262995,98.25276735247778
653,Gut & GĂźnstig,309,4263304,98.2598891307374
654,Salat-buffet,309,4263613,98.26701090899704
655,"Weekly vegan dish, per 100g",309,4263922,98.27413268725668
656,Fleisch/Fisch,307,4264229,98.28120836986413
657,Toppings,306,4264535,98.28826100464552
658,Currywurst,303,4264838,98.29524449594865
659,Pizza 1,303,4265141,98.30222798725178
660,Pizza 2,302,4265443,98.30918843072884
661,Wochenangebot,300,4265743,98.31610277855373
662,D+E,300,4266043,98.3230171263786
663,Ökogemüse,299,4266342,98.32990842637741
664,Mittagsgericht Cafeteria Klinikum (zzgl. 5€ ReBowl-Pfand),298,4266640,98.33677667855014
665,Pasta 1,298,4266938,98.34364493072285
666,Side dishes,297,4267235,98.35049013506948
667,Pasta 2,297,4267532,98.35733533941612
668,Pizza 3,297,4267829,98.36418054376274
669,Casseroles & Gratins,296,4268125,98.3710027002833
670,"Pasta, soups & co.",296,4268421,98.37782485680385
671,Mittag Ausgabe D2,295,4268716,98.38462396549833
672,Schnitzel-/ Burgerbar,292,4269008,98.39135393071454
673,Bistro Aktionsgericht,290,4269298,98.3980378002786
674,Aktionsteller Fisch,289,4269587,98.40469862201657
675,VEGETARISCH,286,4269873,98.4112903002763
676,Snackangebote / Theke 5,285,4270158,98.41785893070994
677,Imbiss 7,285,4270443,98.42442756114357
678,Mensa kulinarisch,285,4270728,98.43099619157721
679,Suppe / Eintopf,284,4271012,98.43754177418478
680,Front-Cooking,284,4271296,98.44408735679234
681,Suppenangebot vegetarisch,283,4271579,98.4506098915738
682,EXTRA,283,4271862,98.45713242635527
683,Fast Lane,282,4272144,98.46363191331066
684,Beilagen SB,282,4272426,98.47013140026606
685,ESSEN 2,281,4272707,98.47660783939537
686,ESSEN 1,281,4272988,98.48308427852469
687,WOK Gericht,281,4273269,98.48956071765399
688,TÄGLICH,281,4273550,98.4960371567833
689,Aktionsteller Vegan,280,4273830,98.50249054808651
690,Beilagen & Co.,280,4274110,98.50894393938975
691,Imbiss 2,280,4274390,98.51539733069298
692,Veganes Angebot,279,4274669,98.52182767417011
693, EXPRESS MENÜ ,279,4274948,98.52825801764726
694,Komponente 2  ,277,4275225,98.53464226547224
695,Fraunhofer-Campus,277,4275502,98.54102651329721
696,Bioangebot,276,4275778,98.5473877132961
697,Tipp des Tages,276,4276054,98.55374891329501
698,Grillstation.,275,4276329,98.56008706546781
699,Salat- und Pastabuffet,273,4276602,98.56637912198846
700,Wok und Grill,272,4276874,98.57264813068302
701,Restaurant MG Süd 11.30 - 14.15 Uhr: Frisch aus dem Wok,272,4277146,98.57891713937758
702,Grill III,270,4277416,98.58514005241997
703,Pasta pro Portion oder nach Gewicht (pro 100g),270,4277686,98.59136296546237
704,Schalter 2: Mensa Spezial,270,4277956,98.59758587850477
705,Burger Station,270,4278226,98.60380879154717
706,Eintopf 1,268,4278494,98.6099856089374
707,Kreuz & Quer,267,4278761,98.61613937850154
708,?,266,4279027,98.6222701002396
709,Portion Pommes,265,4279292,98.62837777415159
710,zZz Dinner⁵⁵ zZz,264,4279556,98.63446240023748
711,Abend Ausgabe D,261,4279817,98.64047788284513
712,Doppelausgabe-1,261,4280078,98.64649336545278
713,Grillstation..,256,4280334,98.65239360893003
714,Wohnheim Kaiser-Friedrich-Str.142,255,4280589,98.65827080458118
715,Dessertbeilage,253,4280842,98.66410190458016
716,Ofen,253,4281095,98.66993300457915
717,Suppenangebot Suppenküche,250,4281345,98.67569496109988
718,Aktionsmenü,249,4281594,98.68143386979453
719,x Abendessen x,248,4281842,98.68714973066311
720,Vegane Linie,246,4282088,98.69281949587952
721,Pizza Point,244,4282332,98.69844316544375
722,Hipp & Tipp,244,4282576,98.70406683500799
723,Pizza Steinofen,243,4282819,98.70966745674615
724,Allerleitheke,240,4283059,98.71519893500606
725,Pizza Steinofen Margherita,240,4283299,98.72073041326595
726,Vegetarisch oder Vegan  ,239,4283538,98.72623884369979
727,Beliebt & Gern Gegessen,236,4283774,98.73167813065537
728,HEIMSPIEL | MG Nord ab 14:30 Uhr,236,4284010,98.73711741761093
729,Pastabuffet,235,4284245,98.74253365674043
730,Asia-Theke,235,4284480,98.74794989586992
731,Wochenhit/Pastateller,234,4284714,98.75334308717333
732,Fish MSC,232,4284946,98.75869018282457
733,Imbiss,231,4285177,98.76401423064974
734,Beilagen (3 je Menü),231,4285408,98.76933827847489
735,Burgergericht,230,4285638,98.77463927847397
736,Express,227,4285865,98.7798711349948
737,Restaurant MG Süd 11.30 - 14.15 Uhr: Vom Grill,226,4286091,98.78507994368955
738,QUERBEET | MG Nord 11.30 - 14.30 Uhr,224,4286315,98.79024265673213
739,Beilagen Gemüse/Sättigung,224,4286539,98.79540536977471
740,Wok/Grill,223,4286762,98.8005450349912
741,"Grill Beilagen 2,50",223,4286985,98.8056847002077
742,Tagesmenü 2,223,4287208,98.8108243654242
743,Mediterran II,222,4287430,98.81594098281462
744,Veggie-Grillwurst,220,4287650,98.82101150455287
745,Bayerisch-Schwäbisch II,219,4287869,98.82605897846504
746,Nudelbüffet,217,4288086,98.83106035672503
747,Abend Ausgabe C,217,4288303,98.83606173498504
748,Fraunhofer Campus,217,4288520,98.84106311324503
749,xxX Cafeteria Snack Xxx,215,4288735,98.84601839585287
750,Ökodessert,215,4288950,98.85097367846069
751,Asia I,215,4289165,98.85592896106853
752, Bediensteten-Menü ,214,4289379,98.86086119585028
753,Speisenangebot 1,214,4289593,98.86579343063204
754,"HEIMSPIEL | EG Nord, 11.30 - 14.30 Uhr",213,4289806,98.8707026175877
755,Nudeltheke (Preis pro 100g) Bitte extra Pasta-Teller verwenden,212,4290018,98.87558875671729
756,"Asia Beilagen 0,75",212,4290230,98.88047489584687
757,"Mediterran Beilagen 0,65",211,4290441,98.88533798715038
758,Tagessuppe 1 ,210,4290651,98.8901780306278
759,Wochenhit,210,4290861,98.89501807410521
760,Auswahlgericht,210,4291071,98.89985811758262
761,Pasta am Grill,210,4291281,98.90469816106005
762,Grill I,210,4291491,98.90953820453747
763,Wahlessen nur To Go,209,4291700,98.91435520018881
764,Schalter 4: Grüne Mensa,209,4291909,98.91917219584015
765,Speisenangebot 2,209,4292118,98.92398919149147
766,RoKo-Menü,208,4292326,98.92878313931674
767,Pasta Ii,207,4292533,98.93355403931591
768,Aktion 1,207,4292740,98.93832493931507
769,Wahlbuffet,207,4292947,98.94309583931424
770,Pizza Iii,206,4293153,98.94784369148734
771,Pizza Ii,206,4293359,98.95259154366042
772, Dessertbeilage CL ,206,4293565,98.95733939583351
773, Gemüsebeilage CL ,205,4293770,98.9620642001805
774,Essen W,204,4293974,98.96676595670144
775,Tagessuppe 2,202,4294176,98.97142161757019
776,Belegte Brötchen,201,4294377,98.97605423061286
777,Aus Topf und Pfanne,201,4294578,98.98068684365553
778,Cafeteria Süß,201,4294779,98.9853194566982
779,Salat Special,200,4294979,98.98992902191479
780,Wahlbuffet (3),198,4295177,98.9944924914792
781,Heiße Theke - Suppe,198,4295375,98.99905596104365
782,Aktionsessen 1,196,4295571,99.0035733349559
783,Pizza (1),196,4295767,99.00809070886815
784, Stärkebeilage CL ,196,4295963,99.01260808278042
785,Foodhopper,196,4296159,99.01712545669268
786,Grillstation 1,195,4296354,99.02161978277884
787,Wahlbuffet Wok (vegan),195,4296549,99.02611410886503
788,Tagesaktion 3,195,4296744,99.03060843495119
789,"Hausgemachte Pasta, heute",194,4296938,99.03507971321129
790,Rind Vegetarisch,194,4297132,99.03955099147139
791,Wok & Grill 1,193,4297325,99.04399922190538
792,Steaks am Grill,192,4297517,99.04842440451331
793,Bratwurst,191,4297708,99.05282653929515
794,Wok & Grill 2,190,4297898,99.05720562625092
795,Bio-Menü Alle Menükomponenten auch einzeln erhältlich,190,4298088,99.06158471320668
796,Gut & GĂźnstig 1,184,4298272,99.06582551320594
797,Foodhopper Stahnsdorfer Straße 140-156,184,4298456,99.0700663132052
798,Highlight,183,4298639,99.07428406537838
799,Wurstbeilage,183,4298822,99.07850181755157
800,Salatteller,182,4299004,99.08269652189865
801,Pasta Buffet  pro 100g,182,4299186,99.08689122624575
802,Aktion der Woche,179,4299365,99.09101678711461
803,Gut & GÃ¼nstig,179,4299544,99.09514234798345
804,Aktionsschalter Garching,177,4299721,99.09922181320013
805,Tellergericht vegan,175,4299896,99.10325518276466
806,Ofenfrisch mit Foto 1,175,4300071,99.10728855232917
807,Tagesaktion.,174,4300245,99.1112988740676
808,Vegetarisch MSC Fisch,173,4300418,99.11528614797996
809,Komponente 4,173,4300591,99.1192734218923
810,"Asia Beilagen 0,65",173,4300764,99.12326069580465
811,Wild,172,4300936,99.12722492189093
812,Restaurant MG Süd 11.30-14.15 Uhr: Pizza,171,4301107,99.1311661001511
813,Hamburger,171,4301278,99.13510727841128
814,Falafel-Teller,171,4301449,99.13904845667147
815,Linie 2 Vegane Linie,170,4301619,99.14296658710558
816,"Dessert 1,10",170,4301789,99.14688471753968
817,Pastaria/WOK,170,4301959,99.15080284797378
818,Theke 2 - Klassiker,167,4302126,99.15465183492962
819,Cafeteria HeiÃŸe Theke,166,4302292,99.15847777405939
820,Linie 1BOOK A MENSA,166,4302458,99.16230371318916
821,mensaVital vegan,165,4302623,99.16610660449285
822,Speisenangebot 3,165,4302788,99.16990949579653
823,Grillstation 2,165,4302953,99.17371238710022
824,[KÅ“ri]werk,163,4303116,99.17746918275174
825,Suppentopf,163,4303279,99.18122597840326
826,Dessert vegan,162,4303441,99.18495972622871
827,Tierisch,162,4303603,99.18869347405413
828,Abendbrot,161,4303764,99.1924041740535
829,Bio-Gericht,160,4303924,99.19609182622676
830,zZz Hinweis zZz,160,4304084,99.19977947840005
831,Hauptgericht 1,160,4304244,99.2034671305733
832,Mensa klassisch,159,4304403,99.2071317349205
833,Auswahlgericht veget.,159,4304562,99.21079633926769
834,"Grill Beilagen 0,75",158,4304720,99.2144378957888
835,Menüvorschlag vegetarisch /  Theke 1 + 6,157,4304877,99.21805640448382
836,"Bio Dessert 1,20",156,4305033,99.22165186535275
837,Tagesgericht Lahnberge,156,4305189,99.2252473262217
838,Biogericht 4,156,4305345,99.22884278709063
839,Info 2,155,4305500,99.23241520013349
840,[pizza]werk Salate / Vorspeisen,155,4305655,99.23598761317635
841,Ofenfrisch mit Foto 2,153,4305808,99.23951393056704
842,Pasta (1),153,4305961,99.24304024795774
843,Heute am Aktionsstand (WOK) 1,152,4306113,99.24654351752234
844,Tagesangebot 5,151,4306264,99.25002373926087
845, Hauptgericht HK 1 ,151,4306415,99.2535039609994
846,Schöpfgericht,151,4306566,99.25698418273792
847,Menükomponente,150,4306716,99.26044135665035
848,...Frühstück⁵⁵...,149,4306865,99.26387548273672
849,Buffet 3 (Preis pro 100g),149,4307014,99.26730960882307
850,Beilagen Standard A,148,4307162,99.27072068708335
851,Tagesaktion 6,148,4307310,99.27413176534363
852,Pizza vegan,147,4307457,99.27751979577782
853, Hauptgerichte ,147,4307604,99.28090782621202
854,Schwein Vegetarisch,146,4307750,99.28427280882013
855,Dessert SB,145,4307895,99.28761474360216
856,Angebot des Tages 1,145,4308040,99.29095667838418
857,Tagesangebot Cafeteria,145,4308185,99.2942986131662
858,xPastateller,145,4308330,99.29764054794823
859,Nudelbuffet,145,4308475,99.30098248273026
860,Biogericht 6,144,4308619,99.30430136968621
861,Pasta (2),142,4308761,99.30757416098999
862,Nudeltheke nach Gewicht (Preis pro 100g) Bitte extra Pasta-Teller verwenden,141,4308902,99.31082390446768
863,Tagesgericht 2 (Vegetarisch/Vegan),141,4309043,99.31407364794538
864,Pastatheke..,141,4309184,99.31732339142307
865,Veggie Spezial,140,4309324,99.3205500870747
866,Angebot zum Oktoberfest,140,4309464,99.3237767827263
867,Hauptgericht 2,140,4309604,99.32700347837792
868,Live Cooking,139,4309743,99.33020712620345
869,Pastatheke.,138,4309881,99.33338772620289
870,Angebot d. Tages veget.,138,4310019,99.33656832620234
871,"Hausgemachte frische Pasta, heute",137,4310156,99.3397258783757
872,Burger am Grill,137,4310293,99.34288343054907
873,Heiße Theke - Eintopf,137,4310430,99.34604098272243
874,Pizza (2),136,4310566,99.3491754870697
875,An der Desserttheke,136,4310702,99.35230999141699
876,veganes Angebot,135,4310837,99.35542144793818
877,Mensa Asia,134,4310971,99.3585098566333
878,Wahlbuffet Tagestipp,134,4311105,99.36159826532842
879,Salatbuffet  /  Theke 3,131,4311236,99.36461753054529
880,Tagesangebot 4,131,4311367,99.36763679576215
881,Empore Veggie,131,4311498,99.37065606097902
882,Essen Mensa feelgood,131,4311629,99.3736753261959
883,Gemüsebüffet,131,4311760,99.37669459141276
884,Heute am Aktionsstand (WOK),130,4311890,99.37969080880353
885,Vegetarisches Menü nur To Go,128,4312018,99.38264093054215
886,Speisenangebot.,127,4312145,99.38556800445468
887,Tagesgericht .,127,4312272,99.38849507836723
888,Doppelausgabe-2,127,4312399,99.39142215227974
889,Veganes Angebot - vegane Küche,126,4312525,99.3943261783662
890,"Mediterran Beilagen 0,90",125,4312650,99.39720715662658
891,Grillstation...,125,4312775,99.40008813488694
892,Komplettmenü nur To Go,124,4312899,99.40294606532123
893,Aktionsessen 10,124,4313023,99.40580399575552
894,Biogericht 1,124,4313147,99.40866192618981
895,Pfannengericht,122,4313269,99.41147376097192
896,Abend Ausgabe B,122,4313391,99.41428559575404
897,Abendangebot Ausgabe rechts,121,4313512,99.41707438271007
898,Abendangebot Ausgabe Mitte,121,4313633,99.41986316966612
899,Vegetarische Bratwurst,120,4313753,99.42262890879606
900,Schneller Teller 1 - Menü,120,4313873,99.42539464792601
901,Hauptgericht 4,120,4313993,99.42816038705598
902,Schneller Teller 2 - Menü,119,4314112,99.43090307835985
903,Burger,118,4314230,99.43362272183764
904,Einfachausgabe,116,4314346,99.43629626966325
905,Biogericht 5,116,4314462,99.43896981748888
906,Essen 14,115,4314577,99.44162031748841
907,Pizza (3),114,4314691,99.44424776966187
908,Menü vegan,114,4314805,99.44687522183533
909,fertig 3,114,4314919,99.44950267400878
910,QUERBEET | EG Süd - 11:30 - 14:30 Uhr Ampelcounter,114,4315033,99.45213012618224
911,"Grill Beilagen 0,65",113,4315146,99.4547345305296
912,Schalter 1: Mensa Spezial,113,4315259,99.45733893487699
913,Sommersalate,113,4315372,99.45994333922435
914,Linie 5 To-Go,112,4315484,99.46252469574564
915,Tagesaktion ...,111,4315595,99.46508300444086
916,Grill Wok,111,4315706,99.46764131313606
917,Snackangebote  /  Theke 5,111,4315817,99.47019962183127
918,Pizza Pasta,110,4315927,99.4727348827004
919,Wahlbuffet Tagesgemüse vegan,110,4316037,99.47527014356952
920,Gut & GÃ¼nstig 1,110,4316147,99.47780540443864
921,Vegetarisch Fisch,109,4316256,99.48031761748169
922,Querbeet Vegan St,109,4316365,99.48282983052472
923,Tagesgericht ..,109,4316474,99.48534204356777
924,Linie 2BOOK A MENSA,108,4316582,99.48783120878473
925,Sprinter,107,4316689,99.49029732617561
926,BIO Pasta Bistro 36,106,4316795,99.4927403957404
927,Pommes (Beilage),104,4316899,99.49513736965302
928,Cafeteria Angebot,104,4317003,99.49753434356565
929,Mittagessen 1,103,4317106,99.4999082696522
930,Vegetarische Menükomponente,102,4317208,99.50225914791265
931,Döner,102,4317310,99.50461002617311
932,Grilltheke,99,4317409,99.50689176095531
933,Vegan/Vegetarisches Menü,99,4317508,99.50917349573754
934,Streetfood,98,4317606,99.51143218269365
935,Vegetarisch 1,97,4317703,99.51366782182372
936,Biogericht 3,95,4317798,99.51585736530158
937,StuBistro Gericht 1,95,4317893,99.51804690877947
938,Tagesgericht ....,94,4317987,99.52021340443127
939,Tagesgericht ...,94,4318081,99.52237990008307
940,Pizzatag,94,4318175,99.52454639573486
941,Steak am Grill,93,4318268,99.52668984356058
942,Turm 2b Kombi,93,4318361,99.52883329138629
943,Oktoberfest-Beilagen,93,4318454,99.53097673921201
944,Ausgabe 1 Mensaessen To-Go an Ausgabe 1,93,4318547,99.53312018703771
945,Ausgabe 1 Mensaessen To-Go an Ausgabe 1 Fleischlose Alternative,93,4318640,99.53526363486344
946,Dessert Mensen Preis 1,92,4318732,99.53738403486307
947,Tagessuppe campus vita,92,4318824,99.53950443486269
948,vegetarisch,91,4318915,99.54160178703624
949,Auswahlgericht vegan,90,4319005,99.5436760913837
950,Vegetarische Kost  ,89,4319094,99.54572734790509
951,Mensa vegetarisch,89,4319183,99.54777860442647
952,Mensa klassisch / Theke 1 + 6,89,4319272,99.54982986094785
953,Aktionsbeilage Gemüse 3,89,4319361,99.55188111746924
954,Weihnachtsaktion,89,4319450,99.55393237399062
955,Mensa Salat,88,4319538,99.55596058268593
